arm,fixture,repeat,duration,tokens,lines,family,criterion,passed
M56-BARE,review-missing-pages,5,132,7964,101,contract-review,states,0
M56-BARE,review-missing-pages,5,132,7964,101,contract-review,flow,1
M56-BARE,review-missing-pages,5,132,7964,101,contract-review,acceptance,0
M56-BARE,review-missing-pages,5,132,7964,101,contract-review,delivery,0
M56-BARE,review-missing-pages,5,132,7964,101,omission-recall,pages,1
M56-BARE,review-missing-states,1,103,14445,87,contract-review,applicability,0
M56-BARE,review-missing-states,1,103,14445,87,contract-review,pages,0
M56-BARE,review-missing-states,1,103,14445,87,contract-review,states,0
M56-BARE,review-missing-states,1,103,14445,87,contract-review,flow,0
M56-BARE,review-missing-states,1,103,14445,87,contract-review,acceptance,0
M56-BARE,review-missing-states,1,103,14445,87,contract-review,delivery,0
M56-BARE,review-missing-states,1,103,14445,87,omission-recall,states,0
M56-BARE,review-missing-states,2,100,7764,91,contract-review,applicability,0
M56-BARE,review-missing-states,2,100,7764,91,contract-review,pages,0
M56-BARE,review-missing-states,2,100,7764,91,contract-review,states,0
M56-BARE,review-missing-states,2,100,7764,91,contract-review,flow,0
M56-BARE,review-missing-states,2,100,7764,91,contract-review,acceptance,0
M56-BARE,review-missing-states,2,100,7764,91,contract-review,delivery,0
M56-BARE,review-missing-states,2,100,7764,91,omission-recall,states,0
M56-BARE,review-missing-states,3,84,18712,109,contract-review,applicability,0
M56-BARE,review-missing-states,3,84,18712,109,contract-review,pages,0
M56-BARE,review-missing-states,3,84,18712,109,contract-review,states,0
M56-BARE,review-missing-states,3,84,18712,109,contract-review,flow,0
M56-BARE,review-missing-states,3,84,18712,109,contract-review,acceptance,0
M56-BARE,review-missing-states,3,84,18712,109,contract-review,delivery,0
M56-BARE,review-missing-states,3,84,18712,109,omission-recall,states,0
M56-BARE,review-missing-states,4,114,19520,121,contract-review,applicability,0
M56-BARE,review-missing-states,4,114,19520,121,contract-review,pages,0
M56-BARE,review-missing-states,4,114,19520,121,contract-review,states,0
M56-BARE,review-missing-states,4,114,19520,121,contract-review,flow,0
M56-BARE,review-missing-states,4,114,19520,121,contract-review,acceptance,0
M56-BARE,review-missing-states,4,114,19520,121,contract-review,delivery,0
M56-BARE,review-missing-states,4,114,19520,121,omission-recall,states,0
M56-BARE,review-missing-states,5,76,7323,85,contract-review,applicability,0
M56-BARE,review-missing-states,5,76,7323,85,contract-review,pages,0
M56-BARE,review-missing-states,5,76,7323,85,contract-review,states,0
M56-BARE,review-missing-states,5,76,7323,85,contract-review,flow,0
M56-BARE,review-missing-states,5,76,7323,85,contract-review,acceptance,0
M56-BARE,review-missing-states,5,76,7323,85,contract-review,delivery,0
M56-BARE,review-missing-states,5,76,7323,85,omission-recall,states,0
M56-BARE,review-universal,1,62,4526,108,universal,fr_contradiction,1
M56-BARE,review-universal,1,62,4526,108,universal,authorization,1
M56-BARE,review-universal,1,62,4526,108,universal,qualitative_nfr,1
M56-BARE,review-universal,1,62,4526,108,universal,unverifiable_acceptance,1
M56-BARE,review-universal,1,62,4526,108,universal,ownerless_expiry,1
M56-BARE,review-universal,2,56,4462,92,universal,fr_contradiction,1
M56-BARE,review-universal,2,56,4462,92,universal,authorization,1
M56-BARE,review-universal,2,56,4462,92,universal,qualitative_nfr,1
M56-BARE,review-universal,2,56,4462,92,universal,unverifiable_acceptance,1
M56-BARE,review-universal,2,56,4462,92,universal,ownerless_expiry,1
M56-BARE,review-universal,3,52,4196,37,universal,fr_contradiction,1
M56-BARE,review-universal,3,52,4196,37,universal,authorization,1
M56-BARE,review-universal,3,52,4196,37,universal,qualitative_nfr,1
M56-BARE,review-universal,3,52,4196,37,universal,unverifiable_acceptance,1
M56-BARE,review-universal,3,52,4196,37,universal,ownerless_expiry,1
M56-BARE,review-universal,4,52,4486,96,universal,fr_contradiction,1
M56-BARE,review-universal,4,52,4486,96,universal,authorization,1
M56-BARE,review-universal,4,52,4486,96,universal,qualitative_nfr,1
M56-BARE,review-universal,4,52,4486,96,universal,unverifiable_acceptance,1
M56-BARE,review-universal,4,52,4486,96,universal,ownerless_expiry,1
M56-BARE,review-universal,5,52,4435,91,universal,fr_contradiction,1
M56-BARE,review-universal,5,52,4435,91,universal,authorization,1
M56-BARE,review-universal,5,52,4435,91,universal,qualitative_nfr,1
M56-BARE,review-universal,5,52,4435,91,universal,unverifiable_acceptance,1
M56-BARE,review-universal,5,52,4435,91,universal,ownerless_expiry,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,problem,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,goals,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,non_goals,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,roles,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,fr_ids,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,server_authz,0
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,nfr,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,acceptance_gwt,0
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,risks_open,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,mapped_phases,0
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,ui_applicability,0
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,delivery_semantics,1
M56-CURRENT,create-backend-webhook,1,120,12763,281,create,security_open_no_fake_sla,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,problem,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,goals,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,non_goals,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,roles,0
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,fr_ids,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,server_authz,0
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,nfr,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,acceptance_gwt,0
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,risks_open,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,mapped_phases,0
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,ui_applicability,0
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,delivery_semantics,1
M56-CURRENT,create-backend-webhook,2,133,24197,335,create,security_open_no_fake_sla,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,problem,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,goals,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,non_goals,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,roles,0
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,fr_ids,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,server_authz,0
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,nfr,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,acceptance_gwt,0
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,risks_open,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,mapped_phases,0
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,ui_applicability,0
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,delivery_semantics,1
M56-CURRENT,create-backend-webhook,3,134,12819,296,create,security_open_no_fake_sla,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,problem,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,goals,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,non_goals,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,roles,0
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,fr_ids,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,server_authz,0
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,nfr,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,acceptance_gwt,0
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,risks_open,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,mapped_phases,0
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,ui_applicability,0
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,delivery_semantics,1
M56-CURRENT,create-backend-webhook,4,156,13599,416,create,security_open_no_fake_sla,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,problem,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,goals,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,non_goals,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,roles,0
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,fr_ids,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,server_authz,0
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,nfr,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,acceptance_gwt,0
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,risks_open,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,mapped_phases,0
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,ui_applicability,0
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,delivery_semantics,1
M56-CURRENT,create-backend-webhook,5,115,19663,305,create,security_open_no_fake_sla,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,problem,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,goals,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,non_goals,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,roles,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,fr_ids,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,server_authz,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,nfr,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,acceptance_gwt,0
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,risks_open,1
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,mapped_phases,0
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,pages_routes,0
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,state_matrix,0
M56-CURRENT,create-mobile-expense,1,126,10424,331,create,mermaid_flow,0
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,problem,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,goals,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,non_goals,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,roles,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,fr_ids,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,server_authz,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,nfr,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,acceptance_gwt,0
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,risks_open,1
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,mapped_phases,0
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,pages_routes,0
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,state_matrix,0
M56-CURRENT,create-mobile-expense,2,168,12380,409,create,mermaid_flow,0
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,problem,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,goals,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,non_goals,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,roles,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,fr_ids,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,server_authz,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,nfr,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,acceptance_gwt,0
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,risks_open,1
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,mapped_phases,0
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,pages_routes,0
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,state_matrix,0
M56-CURRENT,create-mobile-expense,3,155,12455,449,create,mermaid_flow,0
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,problem,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,goals,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,non_goals,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,roles,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,fr_ids,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,server_authz,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,nfr,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,acceptance_gwt,0
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,risks_open,1
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,mapped_phases,0
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,pages_routes,0
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,state_matrix,0
M56-CURRENT,create-mobile-expense,4,159,14634,431,create,mermaid_flow,0
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,problem,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,goals,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,non_goals,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,roles,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,fr_ids,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,server_authz,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,nfr,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,acceptance_gwt,0
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,risks_open,1
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,mapped_phases,0
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,pages_routes,0
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,state_matrix,0
M56-CURRENT,create-mobile-expense,5,156,13958,357,create,mermaid_flow,0
M56-CURRENT,create-ui-internal,1,138,13149,401,create,problem,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,goals,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,non_goals,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,roles,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,fr_ids,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,server_authz,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,nfr,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,acceptance_gwt,0
M56-CURRENT,create-ui-internal,1,138,13149,401,create,risks_open,1
M56-CURRENT,create-ui-internal,1,138,13149,401,create,mapped_phases,0
M56-CURRENT,create-ui-internal,1,138,13149,401,create,pages_routes,0
M56-CURRENT,create-ui-internal,1,138,13149,401,create,state_matrix,0
M56-CURRENT,create-ui-internal,1,138,13149,401,create,mermaid_flow,0
M56-CURRENT,create-ui-internal,2,157,25332,454,create,problem,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,goals,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,non_goals,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,roles,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,fr_ids,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,server_authz,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,nfr,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,acceptance_gwt,0
M56-CURRENT,create-ui-internal,2,157,25332,454,create,risks_open,1
M56-CURRENT,create-ui-internal,2,157,25332,454,create,mapped_phases,0
M56-CURRENT,create-ui-internal,2,157,25332,454,create,pages_routes,0
M56-CURRENT,create-ui-internal,2,157,25332,454,create,state_matrix,0
M56-CURRENT,create-ui-internal,2,157,25332,454,create,mermaid_flow,0
M56-CURRENT,create-ui-internal,3,137,17931,390,create,problem,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,goals,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,non_goals,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,roles,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,fr_ids,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,server_authz,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,nfr,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,acceptance_gwt,0
M56-CURRENT,create-ui-internal,3,137,17931,390,create,risks_open,1
M56-CURRENT,create-ui-internal,3,137,17931,390,create,mapped_phases,0
M56-CURRENT,create-ui-internal,3,137,17931,390,create,pages_routes,0
M56-CURRENT,create-ui-internal,3,137,17931,390,create,state_matrix,0
M56-CURRENT,create-ui-internal,3,137,17931,390,create,mermaid_flow,0
M56-CURRENT,create-ui-internal,4,135,23924,348,create,problem,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,goals,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,non_goals,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,roles,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,fr_ids,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,server_authz,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,nfr,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,acceptance_gwt,0
M56-CURRENT,create-ui-internal,4,135,23924,348,create,risks_open,1
M56-CURRENT,create-ui-internal,4,135,23924,348,create,mapped_phases,0
M56-CURRENT,create-ui-internal,4,135,23924,348,create,pages_routes,0
M56-CURRENT,create-ui-internal,4,135,23924,348,create,state_matrix,0
M56-CURRENT,create-ui-internal,4,135,23924,348,create,mermaid_flow,0
M56-CURRENT,create-ui-internal,5,128,12948,422,create,problem,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,goals,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,non_goals,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,roles,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,fr_ids,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,server_authz,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,nfr,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,acceptance_gwt,0
M56-CURRENT,create-ui-internal,5,128,12948,422,create,risks_open,1
M56-CURRENT,create-ui-internal,5,128,12948,422,create,mapped_phases,0
M56-CURRENT,create-ui-internal,5,128,12948,422,create,pages_routes,0
M56-CURRENT,create-ui-internal,5,128,12948,422,create,state_matrix,0
M56-CURRENT,create-ui-internal,5,128,12948,422,create,mermaid_flow,0
M56-CURRENT,review-contract-clean,1,105,23075,134,contract-review,applicability,0
M56-CURRENT,review-contract-clean,1,105,23075,134,contract-review,pages,0
M56-CURRENT,review-contract-clean,1,105,23075,134,contract-review,states,0
M56-CURRENT,review-contract-clean,1,105,23075,134,contract-review,flow,0
M56-CURRENT,review-contract-clean,1,105,23075,134,contract-review,acceptance,0
M56-CURRENT,review-contract-clean,1,105,23075,134,contract-review,delivery,0
M56-CURRENT,review-contract-clean,1,105,23075,134,clean-specificity,no-missing,0
M56-CURRENT,review-contract-clean,2,179,17049,55,contract-review,applicability,0
M56-CURRENT,review-contract-clean,2,179,17049,55,contract-review,pages,0
M56-CURRENT,review-contract-clean,2,179,17049,55,contract-review,states,0
M56-CURRENT,review-contract-clean,2,179,17049,55,contract-review,flow,0
M56-CURRENT,review-contract-clean,2,179,17049,55,contract-review,acceptance,0
M56-CURRENT,review-contract-clean,2,179,17049,55,contract-review,delivery,0
M56-CURRENT,review-contract-clean,2,179,17049,55,clean-specificity,no-missing,0
M56-CURRENT,review-contract-clean,3,109,23008,99,contract-review,applicability,0
M56-CURRENT,review-contract-clean,3,109,23008,99,contract-review,pages,0
M56-CURRENT,review-contract-clean,3,109,23008,99,contract-review,states,0
M56-CURRENT,review-contract-clean,3,109,23008,99,contract-review,flow,0
M56-CURRENT,review-contract-clean,3,109,23008,99,contract-review,acceptance,0
M56-CURRENT,review-contract-clean,3,109,23008,99,contract-review,delivery,0
M56-CURRENT,review-contract-clean,3,109,23008,99,clean-specificity,no-missing,0
M56-CURRENT,review-contract-clean,4,153,8549,137,contract-review,applicability,0
M56-CURRENT,review-contract-clean,4,153,8549,137,contract-review,pages,1
M56-CURRENT,review-contract-clean,4,153,8549,137,contract-review,states,1
M56-CURRENT,review-contract-clean,4,153,8549,137,contract-review,flow,1
M56-CURRENT,review-contract-clean,4,153,8549,137,contract-review,acceptance,0
M56-CURRENT,review-contract-clean,4,153,8549,137,contract-review,delivery,0
M56-CURRENT,review-contract-clean,4,153,8549,137,clean-specificity,no-missing,0
M56-CURRENT,review-contract-clean,5,157,14140,155,contract-review,applicability,0
M56-CURRENT,review-contract-clean,5,157,14140,155,contract-review,pages,1
M56-CURRENT,review-contract-clean,5,157,14140,155,contract-review,states,0
M56-CURRENT,review-contract-clean,5,157,14140,155,contract-review,flow,0
M56-CURRENT,review-contract-clean,5,157,14140,155,contract-review,acceptance,0
M56-CURRENT,review-contract-clean,5,157,14140,155,contract-review,delivery,0
M56-CURRENT,review-contract-clean,5,157,14140,155,clean-specificity,no-missing,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,contract-review,applicability,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,contract-review,pages,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,contract-review,states,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,contract-review,flow,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,contract-review,acceptance,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,contract-review,delivery,0
M56-CURRENT,review-missing-acceptance,1,160,22970,102,omission-recall,acceptance,0
M56-CURRENT,review-missing-acceptance,2,83,10606,93,contract-review,applicability,0
M56-CURRENT,review-missing-acceptance,2,83,10606,93,contract-review,pages,1
M56-CURRENT,review-missing-acceptance,2,83,10606,93,contract-review,states,1
M56-CURRENT,review-missing-acceptance,2,83,10606,93,contract-review,flow,1
M56-CURRENT,review-missing-acceptance,2,83,10606,93,contract-review,acceptance,0
M56-CURRENT,review-missing-acceptance,2,83,10606,93,contract-review,delivery,0
M56-CURRENT,review-missing-acceptance,2,83,10606,93,omission-recall,acceptance,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,contract-review,applicability,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,contract-review,pages,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,contract-review,states,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,contract-review,flow,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,contract-review,acceptance,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,contract-review,delivery,0
M56-CURRENT,review-missing-acceptance,3,119,11192,52,omission-recall,acceptance,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,contract-review,applicability,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,contract-review,pages,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,contract-review,states,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,contract-review,flow,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,contract-review,acceptance,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,contract-review,delivery,0
M56-CURRENT,review-missing-acceptance,4,213,14337,128,omission-recall,acceptance,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,contract-review,applicability,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,contract-review,pages,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,contract-review,states,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,contract-review,flow,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,contract-review,acceptance,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,contract-review,delivery,0
M56-CURRENT,review-missing-acceptance,5,153,10505,107,omission-recall,acceptance,0
M56-CURRENT,review-missing-applicability,1,103,8804,113,contract-review,applicability,0
M56-CURRENT,review-missing-applicability,1,103,8804,113,contract-review,pages,0
M56-CURRENT,review-missing-applicability,1,103,8804,113,contract-review,states,0
M56-CURRENT,review-missing-applicability,1,103,8804,113,contract-review,flow,0
M56-CURRENT,review-missing-applicability,1,103,8804,113,contract-review,acceptance,0
M56-CURRENT,review-missing-applicability,1,103,8804,113,contract-review,delivery,1
M56-CURRENT,review-missing-applicability,1,103,8804,113,omission-recall,applicability,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,contract-review,applicability,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,contract-review,pages,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,contract-review,states,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,contract-review,flow,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,contract-review,acceptance,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,contract-review,delivery,0
M56-CURRENT,review-missing-applicability,2,125,9520,118,omission-recall,applicability,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,contract-review,applicability,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,contract-review,pages,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,contract-review,states,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,contract-review,flow,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,contract-review,acceptance,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,contract-review,delivery,0
M56-CURRENT,review-missing-applicability,3,153,23591,112,omission-recall,applicability,0
M56-CURRENT,review-missing-applicability,4,155,13583,151,contract-review,applicability,0
M56-CURRENT,review-missing-applicability,4,155,13583,151,contract-review,pages,0
M56-CURRENT,review-missing-applicability,4,155,13583,151,contract-review,states,0
M56-CURRENT,review-missing-applicability,4,155,13583,151,contract-review,flow,0
M56-CURRENT,review-missing-applicability,4,155,13583,151,contract-review,acceptance,0
M56-CURRENT,review-missing-applicability,4,155,13583,151,contract-review,delivery,1
M56-CURRENT,review-missing-applicability,4,155,13583,151,omission-recall,applicability,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,contract-review,applicability,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,contract-review,pages,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,contract-review,states,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,contract-review,flow,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,contract-review,acceptance,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,contract-review,delivery,0
M56-CURRENT,review-missing-applicability,5,140,12730,130,omission-recall,applicability,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,contract-review,applicability,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,contract-review,pages,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,contract-review,states,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,contract-review,flow,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,contract-review,acceptance,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,contract-review,delivery,0
M56-CURRENT,review-missing-delivery,1,159,18950,101,omission-recall,delivery,0
M56-CURRENT,review-missing-delivery,2,202,10396,114,contract-review,applicability,0
M56-CURRENT,review-missing-delivery,2,202,10396,114,contract-review,pages,1
M56-CURRENT,review-missing-delivery,2,202,10396,114,contract-review,states,1
M56-CURRENT,review-missing-delivery,2,202,10396,114,contract-review,flow,1
M56-CURRENT,review-missing-delivery,2,202,10396,114,contract-review,acceptance,0
M56-CURRENT,review-missing-delivery,2,202,10396,114,contract-review,delivery,0
M56-CURRENT,review-missing-delivery,2,202,10396,114,omission-recall,delivery,0
M56-CURRENT,review-missing-delivery,3,150,11706,43,contract-review,applicability,0
M56-CURRENT,review-missing-delivery,3,150,11706,43,contract-review,pages,1
M56-CURRENT,review-missing-delivery,3,150,11706,43,contract-review,states,1
M56-CURRENT,review-missing-delivery,3,150,11706,43,contract-review,flow,1
M56-CURRENT,review-missing-delivery,3,150,11706,43,contract-review,acceptance,0
