arm,fixture,repeat,family,criterion,passed,duration_seconds,exit_code,lines,tokens,output
M56-BARE,create-mobile-expense,1,create,acceptance_gwt,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,risks_open,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,mapped_phases,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,pages_routes,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,state_matrix,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,mermaid_flow,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,2,create,problem,1,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,goals,1,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,non_goals,1,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,roles,1,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,fr_ids,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,server_authz,1,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,nfr,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,acceptance_gwt,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,risks_open,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,mapped_phases,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,pages_routes,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,state_matrix,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,create-mobile-expense,2,create,mermaid_flow,0,162,0,615,19399,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.2.md
M56-BARE,review-universal,1,review,fr_contradiction,1,54,0,36,15242,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.1.md
M56-BARE,review-universal,1,review,authorization,1,54,0,36,15242,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.1.md
M56-BARE,review-universal,1,review,qualitative_nfr,1,54,0,36,15242,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.1.md
M56-BARE,review-universal,1,review,unverifiable_acceptance,1,54,0,36,15242,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.1.md
M56-BARE,review-universal,1,review,ownerless_expiry,1,54,0,36,15242,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.1.md
M56-BARE,review-universal,2,review,fr_contradiction,1,61,0,33,15401,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.2.md
M56-BARE,review-universal,2,review,authorization,1,61,0,33,15401,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.2.md
M56-BARE,review-universal,2,review,qualitative_nfr,1,61,0,33,15401,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.2.md
M56-BARE,review-universal,2,review,unverifiable_acceptance,1,61,0,33,15401,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.2.md
M56-BARE,review-universal,2,review,ownerless_expiry,1,61,0,33,15401,.github/evals/model-harness-2026/runs/M56-BARE/review-universal.2.md
M56-BARE,review-convention,1,review,applicability,0,74,0,84,4536,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.1.md
M56-BARE,review-convention,1,review,pages_routes,0,74,0,84,4536,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.1.md
M56-BARE,review-convention,1,review,state_matrix,0,74,0,84,4536,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.1.md
M56-BARE,review-convention,1,review,mermaid_flow,0,74,0,84,4536,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.1.md
M56-BARE,review-convention,1,review,gwt,0,74,0,84,4536,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.1.md
M56-BARE,review-convention,1,review,mapped_phases,1,74,0,84,4536,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.1.md
M56-BARE,review-convention,2,review,applicability,0,75,0,95,16163,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.2.md
M56-BARE,review-convention,2,review,pages_routes,0,75,0,95,16163,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.2.md
M56-BARE,review-convention,2,review,state_matrix,0,75,0,95,16163,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.2.md
M56-BARE,review-convention,2,review,mermaid_flow,1,75,0,95,16163,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.2.md
M56-BARE,review-convention,2,review,gwt,0,75,0,95,16163,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.2.md
M56-BARE,review-convention,2,review,mapped_phases,1,75,0,95,16163,.github/evals/model-harness-2026/runs/M56-BARE/review-convention.2.md
M56-BARE,review-clean,1,review,clean_no_severe_false_positive,1,23,0,8,3229,.github/evals/model-harness-2026/runs/M56-BARE/review-clean.1.md
M56-BARE,review-clean,2,review,clean_no_severe_false_positive,1,29,0,18,14506,.github/evals/model-harness-2026/runs/M56-BARE/review-clean.2.md
M56-BARE,screen-admin,1,screen,artifact_ia,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,artifact_flow,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,artifact_screen_spec,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,artifact_html,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,artifact_handoff,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,mermaid,0,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,roles_routes,0,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,states,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,recovery,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,microcopy,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,components,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,responsive,1,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,1,screen,traceability,0,177,0,925,10895,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.1.md
M56-BARE,screen-admin,2,screen,artifact_ia,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,artifact_flow,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,artifact_screen_spec,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,artifact_html,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,artifact_handoff,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,mermaid,0,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,roles_routes,0,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,states,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,recovery,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,microcopy,0,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,components,0,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,responsive,1,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-BARE,screen-admin,2,screen,traceability,0,4192,0,697,19521,.github/evals/model-harness-2026/runs/M56-BARE/screen-admin.2.md
M56-CURRENT,create-ui-internal,1,create,problem,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,goals,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,non_goals,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,roles,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,fr_ids,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,server_authz,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,nfr,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,acceptance_gwt,0,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,risks_open,1,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,mapped_phases,0,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,pages_routes,0,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,state_matrix,0,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,1,create,mermaid_flow,0,146,0,368,25495,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.1.md
M56-CURRENT,create-ui-internal,2,create,problem,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,goals,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,non_goals,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,roles,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,fr_ids,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,server_authz,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,nfr,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,acceptance_gwt,0,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,risks_open,1,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,mapped_phases,0,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,pages_routes,0,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,state_matrix,0,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-ui-internal,2,create,mermaid_flow,0,166,0,403,24687,.github/evals/model-harness-2026/runs/M56-CURRENT/create-ui-internal.2.md
M56-CURRENT,create-backend-webhook,1,create,problem,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,goals,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,non_goals,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,roles,0,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,fr_ids,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,server_authz,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,nfr,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,acceptance_gwt,0,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,risks_open,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,mapped_phases,0,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,ui_applicability,0,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,delivery_semantics,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,1,create,security_open_no_fake_sla,1,178,0,339,37955,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.1.md
M56-CURRENT,create-backend-webhook,2,create,problem,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,goals,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,non_goals,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,roles,0,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,fr_ids,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,server_authz,0,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,nfr,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,acceptance_gwt,0,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,risks_open,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,mapped_phases,0,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,ui_applicability,0,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,delivery_semantics,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-backend-webhook,2,create,security_open_no_fake_sla,1,177,0,332,13153,.github/evals/model-harness-2026/runs/M56-CURRENT/create-backend-webhook.2.md
M56-CURRENT,create-mobile-expense,1,create,problem,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,goals,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,non_goals,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,roles,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,fr_ids,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,server_authz,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,nfr,0,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,acceptance_gwt,0,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,risks_open,1,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,mapped_phases,0,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,pages_routes,0,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,state_matrix,0,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,1,create,mermaid_flow,0,216,0,374,13621,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.1.md
M56-CURRENT,create-mobile-expense,2,create,problem,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,goals,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,non_goals,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,roles,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,fr_ids,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,server_authz,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,nfr,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,acceptance_gwt,0,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,risks_open,1,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,mapped_phases,0,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,pages_routes,0,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,state_matrix,0,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,create-mobile-expense,2,create,mermaid_flow,0,184,0,405,15051,.github/evals/model-harness-2026/runs/M56-CURRENT/create-mobile-expense.2.md
M56-CURRENT,review-universal,1,review,fr_contradiction,1,69,0,33,33492,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.1.md
M56-CURRENT,review-universal,1,review,authorization,1,69,0,33,33492,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.1.md
M56-CURRENT,review-universal,1,review,qualitative_nfr,1,69,0,33,33492,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.1.md
M56-CURRENT,review-universal,1,review,unverifiable_acceptance,1,69,0,33,33492,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.1.md
M56-CURRENT,review-universal,1,review,ownerless_expiry,1,69,0,33,33492,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.1.md
M56-CURRENT,review-universal,2,review,fr_contradiction,1,82,0,91,8359,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.2.md
M56-CURRENT,review-universal,2,review,authorization,1,82,0,91,8359,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.2.md
M56-CURRENT,review-universal,2,review,qualitative_nfr,1,82,0,91,8359,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.2.md
M56-CURRENT,review-universal,2,review,unverifiable_acceptance,1,82,0,91,8359,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.2.md
M56-CURRENT,review-universal,2,review,ownerless_expiry,1,82,0,91,8359,.github/evals/model-harness-2026/runs/M56-CURRENT/review-universal.2.md
M56-CURRENT,review-convention,1,review,applicability,0,104,0,101,9435,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.1.md
M56-CURRENT,review-convention,1,review,pages_routes,0,104,0,101,9435,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.1.md
M56-CURRENT,review-convention,1,review,state_matrix,0,104,0,101,9435,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.1.md
M56-CURRENT,review-convention,1,review,mermaid_flow,0,104,0,101,9435,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.1.md
M56-CURRENT,review-convention,1,review,gwt,0,104,0,101,9435,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.1.md
M56-CURRENT,review-convention,1,review,mapped_phases,1,104,0,101,9435,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.1.md
M56-CURRENT,review-convention,2,review,applicability,0,4157,0,95,4913,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.2.md
M56-CURRENT,review-convention,2,review,pages_routes,0,4157,0,95,4913,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.2.md
M56-CURRENT,review-convention,2,review,state_matrix,0,4157,0,95,4913,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.2.md
M56-CURRENT,review-convention,2,review,mermaid_flow,0,4157,0,95,4913,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.2.md
M56-CURRENT,review-convention,2,review,gwt,0,4157,0,95,4913,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.2.md
M56-CURRENT,review-convention,2,review,mapped_phases,1,4157,0,95,4913,.github/evals/model-harness-2026/runs/M56-CURRENT/review-convention.2.md
M56-CURRENT,review-clean,1,review,clean_no_severe_false_positive,0,39,0,9,14137,.github/evals/model-harness-2026/runs/M56-CURRENT/review-clean.1.md
M56-CURRENT,review-clean,2,review,clean_no_severe_false_positive,0,33,0,7,14166,.github/evals/model-harness-2026/runs/M56-CURRENT/review-clean.2.md
M56-CURRENT,screen-admin,1,screen,artifact_ia,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,artifact_flow,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,artifact_screen_spec,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,artifact_html,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,artifact_handoff,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,mermaid,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,roles_routes,0,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,states,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,recovery,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,microcopy,0,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,components,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,responsive,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,1,screen,traceability,1,196,0,847,50810,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.1.md
M56-CURRENT,screen-admin,2,screen,artifact_ia,1,357,0,1020,31852,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.2.md
M56-CURRENT,screen-admin,2,screen,artifact_flow,1,357,0,1020,31852,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.2.md
M56-CURRENT,screen-admin,2,screen,artifact_screen_spec,1,357,0,1020,31852,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.2.md
M56-CURRENT,screen-admin,2,screen,artifact_html,1,357,0,1020,31852,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.2.md
M56-CURRENT,screen-admin,2,screen,artifact_handoff,1,357,0,1020,31852,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.2.md
M56-CURRENT,screen-admin,2,screen,mermaid,1,357,0,1020,31852,.github/evals/model-harness-2026/runs/M56-CURRENT/screen-admin.2.md
